m_id,m_voiceId,m_gametext
132039,32118,"[""I knew they'd show up!"", '', '', '', '', '', '', '', '', '', '', '']"
132040,32210,"[""C'mon! We can't let them get away!"", '', '', '', '', '', '', '', '', '', '', '']"
132041,32113,"['There they are! Caits!', '', '', '', '', '', '', '', '', '', '', '']"
132042,32120,"[""Hehehehe...\nCan't wait to pet that fluff..."", '', '', '', '', '', '', '', '', '', '', '']"
132043,0,"[""Gotta be ever so careful... Don't wanna\nspook them... Slowly..."", '', '', '', '', '', '', '', '', '', '', '']"
132044,32116,"['*pant* So close... Almost mine... Hehehe...', '', '', '', '', '', '', '', '', '', '', '']"
132045,32122,"[""Ack! They're so fast!"", '', '', '', '', '', '', '', '', '', '', '']"
132046,80459,"[""There! Cut 'em off!"", '', '', '', '', '', '', '', '', '', '', '']"
132047,32121,"['Bahaha! Cornered at last!', '', '', '', '', '', '', '', '', '', '', '']"
132048,0,"['Now, this time... Carefully...', '', '', '', '', '', '', '', '', '', '', '']"
132049,32105,"[""Uh... What's with these tremors!?"", '', '', '', '', '', '', '', '', '', '', '']"
132050,32202,"['Ahhh! What the heck is that!?', '', '', '', '', '', '', '', '', '', '', '']"
132051,0,"['Agh!', '', '', '', '', '', '', '', '', '', '', '']"
132052,32205,"['Nooo! The caits!', '', '', '', '', '', '', '', '', '', '', '']"
132053,32193,"[""Eep! It's comin' right for us!"", '', '', '', '', '', '', '', '', '', '', '']"
132054,32118,"[""Phew. We didn't kill it, but at least we\nmanaged to chase it away."", '', '', '', '', '', '', '', '', '', '', '']"
132055,0,"['And now we can turn our attention back\nto catching a cait!', '', '', '', '', '', '', '', '', '', '', '']"
132056,32120,"['Hehehe... No escape now...', '', '', '', '', '', '', '', '', '', '', '']"
132057,32116,"[""*pant* You're so much fluffier up close...\nHehehe..."", '', '', '', '', '', '', '', '', '', '', '']"
132058,0,"[""...Huh? It's not running?"", '', '', '', '', '', '', '', '', '', '', '']"
132059,32147,"['Oh, this cait is injured.', '', '', '', '', '', '', '', '', '', '', '']"
132060,32141,"[""It must've gotten hurt by the monster."", '', '', '', '', '', '', '', '', '', '', '']"
132061,0,"[""And you know, I think this one's no more\nthan a child."", '', '', '', '', '', '', '', '', '', '', '']"
132062,32149,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132063,32215,"['There we go. That should make it\na little better.', '', '', '', '', '', '', '', '', '', '', '']"
132064,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132065,32149,"[""...What're you doing? Go on."", '', '', '', '', '', '', '', '', '', '', '']"
132066,32175,"[""If you don't hurry up and go, I might end\nup changing my mind!"", '', '', '', '', '', '', '', '', '', '', '']"
132067,32147,"[""...What's with that look?"", '', '', '', '', '', '', '', '', '', '', '']"
132068,32107,"['Pfft! I can catch another cait anytime!', '', '', '', '', '', '', '', '', '', '', '']"
132069,0,"[""No need to capture one that's injured!"", '', '', '', '', '', '', '', '', '', '', '']"
132070,32165,"['Plus, it was a baby! Hardly a match for me!\nBahaha!', '', '', '', '', '', '', '', '', '', '', '']"
132071,0,"[""...Time to head back then, I s'pose."", '', '', '', '', '', '', '', '', '', '', '']"
132072,32112,"[""*sigh* I dunno what I'm gonna tell Gozlo."", '', '', '', '', '', '', '', '', '', '', '']"
132073,32123,"[""I'm never gonna hear the end of it from\nthat thug."", '', '', '', '', '', '', '', '', '', '', '']"
132074,0,"[""But there's no need to worry!\nWe'll make our fortune yet!"", '', '', '', '', '', '', '', '', '', '', '']"
132075,80452,"[""What? I should've captured that cait?"", '', '', '', '', '', '', '', '', '', '', '']"
132076,32111,"[""C'mon, I told you already!\nI can catch one anytime I want!"", '', '', '', '', '', '', '', '', '', '', '']"
132077,80444,"[""Besides, what use would I have for one\nthat's wounded? Bahaha!"", '', '', '', '', '', '', '', '', '', '', '']"
132078,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132079,32112,"[""...*sigh* I can't argue that it sure did have\na nice and fluffy coat, though."", '', '', '', '', '', '', '', '', '', '', '']"
132080,0,"['And such a noble, dignified demeanor!\nTruly a different breed than any other monster!', '', '', '', '', '', '', '', '', '', '', '']"
132081,32206,"['Oh, how I wish to just run my\nhands through that fluff...', '', '', '', '', '', '', '', '', '', '', '']"
132082,32151,"['My parents used to research caits.', '', '', '', '', '', '', '', '', '', '', '']"
132083,0,"[""They were so absorbed in their work that\nthey'd barely eat or sleep."", '', '', '', '', '', '', '', '', '', '', '']"
132084,32150,"[""But they didn't earn much and expenses\nwere high. The debt just piled up."", '', '', '', '', '', '', '', '', '', '', '']"
132085,32122,"['I was young and living in poverty.\nAll because of them.', '', '', '', '', '', '', '', '', '', '', '']"
132086,0,"[""And look at me now. I'm still in debt and\nstruggling with it all!"", '', '', '', '', '', '', '', '', '', '', '']"
132087,32107,"[""That's why I'm gonna use their work to\nearn as much money as I can—"", '', '', '', '', '', '', '', '', '', '', '']"
132088,0,"[""Their work regarding caits and how\nthey've inherited the ways of an ancient\ncivilization."", '', '', '', '', '', '', '', '', '', '', '']"
132089,0,"[""It's all been been laughed out of academic\nsociety—none of them wanted anything to do\nwith it."", '', '', '', '', '', '', '', '', '', '', '']"
132090,32121,"['Insofar as it can be used to make money\nthough, it suits me just fine! Bahaha!', '', '', '', '', '', '', '', '', '', '', '']"
132091,80457,"[""Because next time, we're catching one for\nsure! I'll be counting on you, assistant!"", '', '', '', '', '', '', '', '', '', '', '']"
132092,32094,"['My assistant! Good timing!', '', '', '', '', '', '', '', '', '', '', '']"
132093,0,"[""Why's that? I'll tell you why! We're having\na mighty interesting little chat!"", '', '', '', '', '', '', '', '', '', '', '']"
132094,32120,"[""Ivory caits—they're a rare variety and\nas intimidating as a creature can be!"", '', '', '', '', '', '', '', '', '', '', '']"
132095,0,"['Someone claims they spotted one around\nthese parts. Gozlo just came to let me know.', '', '', '', '', '', '', '', '', '', '', '']"
132096,32118,"['This is amazing! I mean, people thought\nthey were nothing more than a myth.', '', '', '', '', '', '', '', '', '', '', '']"
132097,0,"['And then they show up around this time\nof year, around this area...', '', '', '', '', '', '', '', '', '', '', '']"
132098,80441,"['Which means that the caits <i>must</> be\nclosely tied to the ancient civilization!', '', '', '', '', '', '', '', '', '', '', '']"
132099,16239,"[""Now, Molu? You're going to actually catch\none this time, right?"", '', '', '', '', '', '', '', '', '', '', '']"
132100,32096,"['Oh, you better believe I am, Gozlo!', '', '', '', '', '', '', '', '', '', '', '']"
132101,0,"[""I'm getting my hands on an ivory one.\nThey're worth so much more than three\nordinary ones."", '', '', '', '', '', '', '', '', '', '', '']"
132102,80445,"['Possibly even ten times more!', '', '', '', '', '', '', '', '', '', '', '']"
132103,16250,"['Ten times?', '', '', '', '', '', '', '', '', '', '', '']"
132104,32218,"['Ten times!', '', '', '', '', '', '', '', '', '', '', '']"
132105,16237,"['Ten times...!', '', '', '', '', '', '', '', '', '', '', '']"
132106,32121,"[""It'd be enough to pay off my debt five times\nover, and then some! Bahaha!"", '', '', '', '', '', '', '', '', '', '', '']"
132107,0,"[""And you're really gonna pull it off this time,\nright!?"", '', '', '', '', '', '', '', '', '', '', '']"
132108,16235,"[""I can't wait much longer. I'm gonna be\nin hot water if you don't pay up."", '', '', '', '', '', '', '', '', '', '', '']"
132109,0,"[""They're already on the verge of seizing\nmy assets."", '', '', '', '', '', '', '', '', '', '', '']"
132110,80452,"['...Wait, what? Why would they do that?', '', '', '', '', '', '', '', '', '', '', '']"
132111,0,"[""Because I've covered some payments for\nyou in the past!"", '', '', '', '', '', '', '', '', '', '', '']"
132112,32149,"[""You're...not really cut out for this\nwhole debt collector thing, huh?"", '', '', '', '', '', '', '', '', '', '', '']"
132113,16239,"[""Whatever. In any case,\nI'm counting on you!"", '', '', '', '', '', '', '', '', '', '', '']"
132114,32150,"[""Well, given the situation, I've gotta make\nthis work whatever it takes."", '', '', '', '', '', '', '', '', '', '', '']"
132115,80457,"['Time to mosey, assistant!\nTo the Finesand Ruins again!', '', '', '', '', '', '', '', '', '', '', '']"
132116,80441,"[""I'm going to try another trap."", '', '', '', '', '', '', '', '', '', '', '']"
132117,0,"[""This time, I've got some birdlime ready to go.\nThis'll keep the cait from getting hurt."", '', '', '', '', '', '', '', '', '', '', '']"
132118,32120,"[""They avoided the trap entirely last time?\nBahaha! You think I haven't devised\na countermeasure?"", '', '', '', '', '', '', '', '', '', '', '']"
132119,32151,"[""I discovered some of my parents' old\nresearch materials."", '', '', '', '', '', '', '', '', '', '', '']"
132120,0,"['Why is it that the caits prove so difficult to\ncatch?', '', '', '', '', '', '', '', '', '', '', '']"
132121,32149,"['Of course, their agility and their pliable bodies\nare factors.', '', '', '', '', '', '', '', '', '', '', '']"
132122,0,"['However, the secret actually lies in the ancient\nlanguage.', '', '', '', '', '', '', '', '', '', '', '']"
132123,32152,"['With that language, they befuddle us with\nan illusory effect.', '', '', '', '', '', '', '', '', '', '', '']"
132124,32121,"['And <i>that</> is the secret to their daring\nescapes! Bahaha!', '', '', '', '', '', '', '', '', '', '', '']"
132125,0,"['Right, so then how do we capture it?', '', '', '', '', '', '', '', '', '', '', '']"
132126,32096,"[""Well, if we know they're illusions, we can\nbear that in mind as we chase the cait."", '', '', '', '', '', '', '', '', '', '', '']"
132127,0,"[""We'll anticipate its movements and drive it\ntowards the trap."", '', '', '', '', '', '', '', '', '', '', '']"
132128,80454,"[""Sound good? We'll start by looking for the\nivory cait."", '', '', '', '', '', '', '', '', '', '', '']"
132130,32150,"[""Hmm... Where's that ivory cait...?"", '', '', '', '', '', '', '', '', '', '', '']"
132131,0,"['I guess they really are as rare as they say.\nWe got our work cut out for us.', '', '', '', '', '', '', '', '', '', '', '']"
132132,80452,"['Huh? Behind me?', '', '', '', '', '', '', '', '', '', '', '']"
132133,32149,"[""...There's nothing there."", '', '', '', '', '', '', '', '', '', '', '']"
132134,32147,"['What? What are you making such a fuss\nabout?', '', '', '', '', '', '', '', '', '', '', '']"
132135,0,"[""I told you, there's nothing there..."", '', '', '', '', '', '', '', '', '', '', '']"
132136,0,"['...Oh!', '', '', '', '', '', '', '', '', '', '', '']"
132137,32113,"['The ivory cait!', '', '', '', '', '', '', '', '', '', '', '']"
132138,0,"[""Incredible... It's so majestic...!\nAnd fluffy, too!"", '', '', '', '', '', '', '', '', '', '', '']"
132139,32116,"['To think that such a sublime creature\nshould grace our world!', '', '', '', '', '', '', '', '', '', '', '']"
132140,0,"[""...Hey! Where'd it go!?"", '', '', '', '', '', '', '', '', '', '', '']"
132141,32150,"['Did it use the power of the ancient language!?\n...But wait...', '', '', '', '', '', '', '', '', '', '', '']"
132142,32220,"['Right, I see! Cut around and get ahead\nof it!', '', '', '', '', '', '', '', '', '', '', '']"
132143,80457,"[""Yes! I've got you!"", '', '', '', '', '', '', '', '', '', '', '']"
132144,0,"[""It vanished again... But I think I know\nwhere it's headed next!"", '', '', '', '', '', '', '', '', '', '', '']"
132145,32170,"[""We've got it cornered!\nLet's take care of it quick!"", '', '', '', '', '', '', '', '', '', '', '']"
132146,32122,"[""...Blast it! Now it's over there!"", '', '', '', '', '', '', '', '', '', '', '']"
132147,32200,"['Owww!', '', '', '', '', '', '', '', '', '', '', '']"
132148,0,"['What...the...!?', '', '', '', '', '', '', '', '', '', '', '']"
132149,32123,"[""I can't move! I'm stuck in my own birdlime\ntrap!"", '', '', '', '', '', '', '', '', '', '', '']"
132150,0,"['No, stop, my sweet ivory fluff!\nNooo, stop!', '', '', '', '', '', '', '', '', '', '', '']"
132151,32205,"['Ugh... My cait...\nMy ivory cait, gone...', '', '', '', '', '', '', '', '', '', '', '']"
132152,32118,"['*sigh* Finally managed to get all that birdlime\noff.', '', '', '', '', '', '', '', '', '', '', '']"
132153,32198,"[""Lucky for me I didn't use one of those\nbear traps... Owww."", '', '', '', '', '', '', '', '', '', '', '']"
132154,32150,"[""That ivory cait really got one over on me,\nthat's for sure."", '', '', '', '', '', '', '', '', '', '', '']"
132155,0,"[""It's nothing like the others. It may have\ngreater intelligence than us humans."", '', '', '', '', '', '', '', '', '', '', '']"
132156,0,"['And that beauty...that grace...', '', '', '', '', '', '', '', '', '', '', '']"
132157,32116,"['*sigh* It was so cute...so fluffy...', '', '', '', '', '', '', '', '', '', '', '']"
132158,0,"[""Seeing this cait that's clearly inherited\nthe ancient language, this creature that exists\nbeyond the realm of human understanding..."", '', '', '', '', '', '', '', '', '', '', '']"
132159,0,"['I understand why my parents were\nso enamored.', '', '', '', '', '', '', '', '', '', '', '']"
132160,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132161,32112,"['Maybe I should stop trying to catch them.', '', '', '', '', '', '', '', '', '', '', '']"
132162,32101,"[""No! I'm not saying we should give up\nor anything!"", '', '', '', '', '', '', '', '', '', '', '']"
132163,0,"[""It's just...profiting off an ancient mystery..."", '', '', '', '', '', '', '', '', '', '', '']"
132164,0,"['As the authority on cait studies, I have to\nwonder about it...', '', '', '', '', '', '', '', '', '', '', '']"
132165,32149,"[""No, but I've gotta do something about\nmy debt, and I do want to get my hands\non that fortune..."", '', '', '', '', '', '', '', '', '', '', '']"
132166,0,"['Well, I guess for now we should head back\nto town.', '', '', '', '', '', '', '', '', '', '', '']"
132167,32105,"['Ah, my dear assistant! Perfect timing!', '', '', '', '', '', '', '', '', '', '', '']"
132168,32149,"['Oh, I was talking to Gozlo just a minute\nago...', '', '', '', '', '', '', '', '', '', '', '']"
132169,32151,"['But he ran off to go and find\nthat ivory cait himself!', '', '', '', '', '', '', '', '', '', '', '']"
132170,32150,"[""I guess his employer's really putting\nthe screws on him..."", '', '', '', '', '', '', '', '', '', '', '']"
132171,0,"[""That's probably why he took off with\na wild look in his eyes."", '', '', '', '', '', '', '', '', '', '', '']"
132172,0,"['I mean, taking on my debt was his own\nchoice, no one asked him to do it...', '', '', '', '', '', '', '', '', '', '', '']"
132173,32123,"['But I am kinda responsible, so I do\nfeel bad...', '', '', '', '', '', '', '', '', '', '', '']"
132174,32139,"['...Anyways, enough about that!', '', '', '', '', '', '', '', '', '', '', '']"
132175,0,"[""I can't let the ivory cait get cait-napped!"", '', '', '', '', '', '', '', '', '', '', '']"
