m_id,m_Repeat,m_HoldTime,m_AvailTime,m_Animations,m_PlayTimes,m_PlayRates,m_Effects,m_InvokeTimes,m_EffectLayout,m_OffsetsH,m_OffsetsV,m_Sounds,m_SoundTimes,m_Voices1,m_Voices2,m_Voices3,m_VoiceTimes,m_Texts,m_TextTime,m_CharaVisibility,m_VisibilityTarget,m_VisibilityStartTime
20769,1,4.0,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[402, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[803, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20770,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1157, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20771,1,3.0,1.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[333, 0, 0]","[0.0, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[763, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20772,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20773,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20774,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[271, 133, 46]","[0.20000000298023224, 0.30000001192092896, 0.5]","[204, 1, 204]","[0.0, 0.0, 0.0]","[160.0, 0.0, -9999.0]","[218, 792, 0]","[0.20000000298023224, 0.5, 0.0]","[1004, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[58694, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20775,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[46, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[792, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[58695, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20776,1,0.5,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[271, 420, 383]","[0.0, 0.10000000149011612, 0.20000000298023224]","[204, 1, 204]","[0.0, 0.0, 0.0]","[160.0, 0.0, -9999.0]","[218, 797, 0]","[0.10000000149011612, 0.20000000298023224, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20777,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[271, 46, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[792, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[1052, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20778,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[271, 424, 334]","[0.0, 0.10000000149011612, 0.30000001192092896]","[204, 1, 204]","[0.0, 0.0, 100.0]","[160.0, 0.0, -9999.0]","[218, 797, 0]","[0.10000000149011612, 0.30000001192092896, 0.0]","[1053, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[58698, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20779,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[338, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[603, 0, 0]","[0.6000000238418579, 0.0, 0.0]","[1025, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20780,1,1.7999999523162842,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1189, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 1, 204]","[-80.0, 0.0, 0.0]","[160.0, 0.0, 0.0]","[245, 593, 0]","[0.10000000149011612, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[58700, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.7999999523162842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20781,1,4.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1208, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 1, 204]","[-80.0, 0.0, 0.0]","[160.0, 0.0, 0.0]","[803, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[1055, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20782,1,2.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[497, 338, 46]","[0.30000001192092896, 0.6000000238418579, 0.800000011920929]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, -9999.0]","[218, 603, 792]","[0.30000001192092896, 0.6000000238418579, 0.800000011920929]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20783,1,0.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[46, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[498, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20784,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[59, 0, 0]","[0.5, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[251, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[2112, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20785,1,2.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1204, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 2, 204]","[-100.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[803, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20786,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1205, 0, 0]","[0.0, 0.0, 0.0]","[204, 2, 204]","[-100.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[216, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20787,1,0.10000000149011612,0.10000000149011612,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[2117, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20788,1,0.10000000149011612,0.10000000149011612,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[2152, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20789,1,0.10000000149011612,0.10000000149011612,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[1028, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20790,1,1.7999999523162842,1.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[593, 0, 0]","[1.5, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20791,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20792,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20793,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60221,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 117, 0]","[0.20000000298023224, 0.4000000059604645, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60222,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[235, 484, 0]","[0.20000000298023224, 0.4000000059604645, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[740, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60223,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[235, 488, 0]","[0.20000000298023224, 0.4000000059604645, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[740, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60224,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60225,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60226,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[235, 485, 0]","[0.20000000298023224, 0.4000000059604645, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[740, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60227,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 143, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60228,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 117, 0]","[0.20000000298023224, 0.4000000059604645, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60229,1,1.399999976158142,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60230,1,1.2000000476837158,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60231,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[37, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[240, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60232,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60233,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60234,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[219, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60235,1,1.7000000476837158,0.4000000059604645,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.4000000059604645, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60464,1,3.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[143, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 1, 204]","[-150.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 776, 0]","[0.10000000149011612, 1.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60465,1,3.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[141, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[-150.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 776, 0]","[0.10000000149011612, 1.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
60466,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[390, 0, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[676, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
