m_id,m_ShowOrder,m_CategoryID,m_TypeID,m_Rare,m_TexID,m_NameID,m_DetailID,m_WeaponTypeID,m_MagicTypeID,m_EquipLock,m_LevelValue,m_ExclusivePlayerID,m_ExclusiveJobID,m_Param,m_Rank,m_Variation,m_SkillID,m_BuyValue,m_MaterialCheck,m_MaterialNum,m_MaterialItemID,m_MaterialEquipID,m_SlotShapeID,m_MateriaRarityLimit,m_GrowthEquipBonusID,m_EquipSkillTypeID
10430,11500,2,9,1,500,22138,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,"[0, 0]",29900,"[195, 194, 194]","[4, 2, 1]","[241, 183, 125]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10431,11800,2,9,1,500,25271,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0]",53,0,"[0, 0]",42000,"[195, 194, 194]","[4, 3, 2]","[242, 184, 126]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10432,12700,2,9,1,500,25272,0,0,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0]",55,0,"[0, 0]",48700,"[195, 194, 194]","[4, 3, 2]","[243, 185, 127]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10434,13400,2,9,1,500,25274,0,0,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0]",58,0,"[0, 0]",55800,"[195, 194, 194]","[4, 3, 2]","[244, 186, 128]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10436,14100,2,9,1,500,25276,0,0,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0]",60,0,"[0, 0]",63500,"[195, 194, 194]","[5, 4, 3]","[245, 187, 129]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10438,14700,2,9,1,500,25278,0,0,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0]",63,0,"[0, 0]",72200,"[195, 194, 194]","[5, 4, 3]","[246, 188, 130]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10440,15300,2,9,1,500,25280,0,0,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0]",66,0,"[0, 0]",81000,"[195, 194, 194]","[5, 4, 3]","[247, 189, 131]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10601,400,2,10,1,500,22139,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",60,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10602,1100,2,10,1,500,22140,0,0,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",8,0,"[0, 0]",100,"[195, 194, 194]","[1, 0, 0]","[43, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10604,1600,2,10,1,500,22142,0,0,0,194,7,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",360,"[195, 194, 194]","[1, 0, 0]","[44, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10607,2300,2,10,1,500,22145,0,0,0,194,9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",11,0,"[0, 0]",520,"[195, 194, 194]","[1, 0, 0]","[45, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10608,2800,2,10,1,500,22146,0,0,0,194,12,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,"[0, 0]",770,"[195, 194, 194]","[1, 1, 0]","[47, 221, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10610,3400,2,10,1,500,22148,0,0,0,194,14,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",17,0,"[0, 0]",1170,"[195, 194, 194]","[1, 1, 0]","[48, 222, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10611,4000,2,10,1,500,22149,0,0,0,194,18,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",1780,"[195, 194, 194]","[1, 1, 0]","[50, 224, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10612,4700,2,10,1,500,22150,0,0,0,194,20,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,"[0, 0]",2500,"[195, 194, 194]","[2, 1, 0]","[51, 225, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10615,5400,2,10,1,500,22153,0,0,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0]",24,0,"[0, 0]",3480,"[195, 194, 194]","[2, 1, 0]","[52, 226, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10616,6000,2,10,1,500,22154,0,0,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0]",29,0,"[0, 0]",4630,"[195, 194, 194]","[2, 1, 0]","[54, 228, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10618,6600,2,10,1,500,22156,0,0,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",6300,"[195, 194, 194]","[2, 1, 0]","[55, 229, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10619,7300,2,10,1,500,22157,0,0,0,194,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0]",34,0,"[0, 0]",8430,"[195, 194, 194]","[2, 1, 0]","[56, 230, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10621,8100,2,10,1,500,22159,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0]",38,0,"[0, 0]",10900,"[195, 194, 194]","[3, 1, 0]","[58, 232, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10623,8600,2,10,1,500,22161,0,0,0,194,40,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0]",43,0,"[0, 0]",14200,"[195, 194, 194]","[3, 1, 0]","[60, 234, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10624,9400,2,10,1,500,22162,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0]",47,0,"[0, 0]",18000,"[195, 194, 194]","[3, 1, 1]","[62, 236, 120]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10625,10000,2,10,1,500,22163,0,0,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0]",55,0,"[0, 0]",22600,"[195, 194, 194]","[3, 1, 1]","[64, 238, 122]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10628,10600,2,10,1,500,22166,0,0,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0]",61,0,"[0, 0]",28200,"[195, 194, 194]","[3, 2, 1]","[65, 239, 123]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10629,11200,2,10,1,500,22167,0,0,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0]",68,0,"[0, 0]",35500,"[195, 194, 194]","[4, 2, 1]","[66, 240, 124]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10630,12200,2,10,1,500,22168,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0]",75,0,"[0, 0]",44800,"[195, 194, 194]","[4, 3, 1]","[67, 241, 125]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10631,12500,2,10,1,500,25282,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0]",79,0,"[0, 0]",60000,"[195, 194, 194]","[6, 4, 2]","[68, 242, 126]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10632,13100,2,10,1,500,25283,0,0,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0]",83,0,"[0, 0]",69500,"[195, 194, 194]","[6, 4, 2]","[69, 243, 127]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10634,13900,2,10,1,500,25285,0,0,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0]",86,0,"[0, 0]",79800,"[195, 194, 194]","[6, 4, 2]","[70, 244, 128]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10636,14500,2,10,1,500,25287,0,0,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0]",90,0,"[0, 0]",91200,"[195, 194, 194]","[7, 5, 3]","[71, 245, 129]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10638,15100,2,10,1,500,25289,0,0,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0]",95,0,"[0, 0]",103000,"[195, 194, 194]","[7, 5, 3]","[72, 246, 130]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10640,15700,2,10,1,500,25291,0,0,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,"[0, 0]",115400,"[195, 194, 194]","[7, 5, 3]","[73, 247, 131]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10801,600,2,10,1,500,22169,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",60,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10802,1000,2,10,1,500,22170,0,0,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",8,0,"[0, 0]",100,"[195, 194, 194]","[1, 0, 0]","[101, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10804,1600,2,10,1,500,22172,0,0,0,194,7,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",360,"[195, 194, 194]","[1, 0, 0]","[102, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10807,2200,2,10,1,500,22175,0,0,0,194,9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",11,0,"[0, 0]",520,"[195, 194, 194]","[1, 0, 0]","[103, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10808,3000,2,10,1,500,22176,0,0,0,194,12,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,"[0, 0]",770,"[195, 194, 194]","[1, 1, 0]","[105, 47, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10810,3400,2,10,1,500,22178,0,0,0,194,14,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0]",17,0,"[0, 0]",1170,"[195, 194, 194]","[1, 1, 0]","[106, 48, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10811,4200,2,10,1,500,22179,0,0,0,194,18,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",1780,"[195, 194, 194]","[1, 1, 0]","[108, 50, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10812,4900,2,10,1,500,22180,0,0,0,194,20,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,"[0, 0]",2500,"[195, 194, 194]","[2, 1, 0]","[109, 51, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10815,5400,2,10,1,500,22183,0,0,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0]",24,0,"[0, 0]",3480,"[195, 194, 194]","[2, 1, 0]","[110, 52, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10816,6200,2,10,1,500,22184,0,0,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0]",29,0,"[0, 0]",4630,"[195, 194, 194]","[2, 1, 0]","[112, 54, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10818,6600,2,10,1,500,22186,0,0,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",6300,"[195, 194, 194]","[2, 1, 0]","[113, 55, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10819,7200,2,10,1,500,22187,0,0,0,194,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0]",34,0,"[0, 0]",8430,"[195, 194, 194]","[2, 1, 0]","[114, 56, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10821,8000,2,10,1,500,22189,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0]",38,0,"[0, 0]",10900,"[195, 194, 194]","[3, 1, 0]","[116, 58, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10823,8600,2,10,1,500,22191,0,0,0,194,40,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0]",43,0,"[0, 0]",14200,"[195, 194, 194]","[3, 1, 0]","[118, 60, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10824,9400,2,10,1,500,22192,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0]",47,0,"[0, 0]",18000,"[195, 194, 194]","[3, 1, 1]","[120, 62, 178]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10825,10000,2,10,1,500,22193,0,0,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0]",55,0,"[0, 0]",22600,"[195, 194, 194]","[3, 1, 1]","[122, 64, 180]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10828,10800,2,10,1,500,22196,0,0,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0]",61,0,"[0, 0]",28200,"[195, 194, 194]","[3, 2, 1]","[123, 65, 181]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10829,11200,2,10,1,500,22197,0,0,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0]",68,0,"[0, 0]",35500,"[195, 194, 194]","[4, 2, 1]","[124, 66, 182]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10830,12100,2,10,1,500,22198,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0]",75,0,"[0, 0]",44800,"[195, 194, 194]","[4, 3, 1]","[125, 67, 183]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10831,12400,2,10,1,500,25293,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0]",79,0,"[0, 0]",60000,"[195, 194, 194]","[6, 4, 2]","[126, 68, 184]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10832,13000,2,10,1,500,25294,0,0,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0]",83,0,"[0, 0]",69500,"[195, 194, 194]","[6, 4, 2]","[127, 69, 185]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10834,13800,2,10,1,500,25296,0,0,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0]",86,0,"[0, 0]",79800,"[195, 194, 194]","[6, 4, 2]","[128, 70, 186]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10836,14400,2,10,1,500,25298,0,0,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0]",90,0,"[0, 0]",91200,"[195, 194, 194]","[7, 5, 3]","[129, 71, 187]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10838,15000,2,10,1,500,25301,0,0,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0]",95,0,"[0, 0]",103000,"[195, 194, 194]","[7, 5, 3]","[130, 72, 188]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10840,15600,2,10,1,500,25302,0,0,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,"[0, 0]",115400,"[195, 194, 194]","[7, 5, 3]","[131, 73, 189]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30597,7900,2,10,1,500,26051,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]",36,0,"[601180, 0]",9400,"[195, 194, 194]","[1, 2, 2]","[2070, 2062, 2063]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]"
30598,8900,2,10,1,500,26052,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0]",44,0,"[601180, 0]",16400,"[195, 194, 194]","[3, 2, 2]","[2070, 2064, 2065]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]"
30599,12110,2,10,1,500,26053,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0]",75,0,"[601180, 0]",44800,"[195, 194, 194]","[4, 2, 2]","[2070, 2068, 2069]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]"
11001,400,2,10,1,500,22199,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",60,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11002,1100,2,10,1,500,22200,0,0,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",8,0,"[0, 0]",100,"[195, 194, 194]","[1, 0, 0]","[217, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11004,1600,2,10,1,500,22202,0,0,0,194,7,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",360,"[195, 194, 194]","[1, 0, 0]","[218, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
